此字只一个 二字边下躲,些,现炮跟棣最咏贪程闲些
门内生活 日子不错,阔,渥弦戏亿立皑婆伍耽阔
将来一人扣十分,奖,沐甾滴粗趋镰牡栽墟奖
背后有儿总开心,脱,控闱澎功蚌嚻呖狞活脱
一字八条腿 中间一张嘴,井,刀卸愈奇廿谦凼睡树井
日里有一横 猜目可不行,量,卧半翌辐字赔严茒缠量
用心画下来,击,辜命统矗溅仁饼虔聒击
左边是古人 右边是古文 撇去正中间 立即变文人,做,塾巩佻矛悼叉厅啻抛做
即位之初 大赦天下,千,希侏嵘壁永鸥胭车呸千
用心一听是风声,丰,双荨畩黄奔们韦丁焚丰
小雨连宵打叶声,液,噪卧澍税尔鲨酿魁怒液
一直真心来成全,人,钿孵味佶旧桩拴剑硖人
八字相合可成亲,辛,装烂蛸赖剡浜共俩侑辛
端午节后出生,产,偕卒鸟臻茗澳谒从茀产
顾影明月下,昌,溪固奄紤详曹舸珐程昌
若是出错 倒放了真凶,网,痕剡佳浒汨偕阳氯患网
三方合作献真心,晶,挞振音李嗫嵊禽岩唤晶
眼前只是一男儿,盯,楷如名男淞梵皮恋轮盯
默记在心上,忌,演娑甩累属诣散楮酊忌
传失其人,专,垫瓣暴薑呆验镇抱鸾专
爱心十分打百分 名列前茅第一名,冠,筑活压壮殚等业涌粽冠
人人争先促四化,欲,荕禀寻任垫狩君闩匣欲
沿水漂来一叶舟,船,览酉觉皓披抵退膝燥船
鄂赣毗邻处,障,咪丽骅污燥括婵恤苔障
照着妖头就是一钉耙,耍,苯俭断镂咔捏操沔芦耍
东西南北燕齐飞,口,徉汉赭矗院娱熔醄讫口
妇女都去减三围,一,殖构睬悬枫者硼圣艺一
口令传左右 一点无作用,吟,芜胀跃划化际活俅佬吟
二山紧相连 猜出不着边,击,盯吃辖玛蜀床祟聂勺击
三无产品,晶,昆历澡懂魏湫淳妒任晶
出口成句摆棋盘,局,肚鲥忮苫讨绦瓦染乏局
领导条子不顶用,揩,望圈怷赵届锦胞夫骇揩
够十两就行,近,伴界茒尽蹊俑产妨蛔近
两点前来表决心,快,滤膝凉粀窖矛杳麦楫快
晴空一色光闪闪,晃,右堡臼重玑耶蓟禁岐晃
变相回扣放桌下,操,殊扭秽丑鲂船伦醉罐操
脱贫之后人变样,份,嗦献牡敷蹋苫比飘困份
又生一女心生气,怒,垓涂角筑眯纸噪谣无怒
两人相处 格外大方,徊,嘶谷崖弦躺妍揪枭瞒徊
关掉阀门人再走,戈,哄愕板碧肺俊娶陆笈戈
竹篮打水个个空,滥,富丢姹手李碟伤姐弃滥
十分用心细思量,忖,录邑妩绉翠岌橡釜锈忖
仅仅少了两人,双,恢俗米彧躯笕翁县岭双
左边加一半 右边减一半,喊,南旷谒淌徉做脅秩荥喊
真心牵挂意中人,春,晤播稔啼腾星哑琅毕春
人格为重,徊,峁倩垓婚陕氯挽绑键徊
秋月当头闻箫声,销,油勺塾邵步仗南沮袅销
见了还依旧,阳,啻诉起脇舍屋窖白日阳
一到室内就讲话,云,觅倥袈屎住苛町梢姜云
行人弓箭各在腰,夷,霎阂递棋禁浏蝉狳栓夷
一直在作证,让,区蜡锦更杆嚻栋娔渺让
方寸有一点点乱,河,孙杆棹苫平飨伶暖伟河
三十年河西,泄,邦逾愚汀拖溪斗淮嘈泄
残花片片隐叶中,哔,芆绡胡进适遭蔑嫖鉴哔
拳头不认人,誊,炎塘料封昶白退恳柏誊
半掩娇身半露羞,妞,茄枸殚荤季倒信讲琚妞
抓大放小搞改革,买,泛昊蕾溧盲佛瀑俱楼买
一一出击 错失先机,岚,哥我套睡琦骤佚坠五岚
河畔亮灯时,酒,彪纪帅扩卡奸柴浛痴酒
且在乡下搞改革,组,诊讼饮美规橹秒射朊组
抛开个人 上下一心,志,孤岌尢骟斗备驴水冲志
两点开会,并,俘蚴兹视鲨翠困项部并
周边游 少古迹,一,历说报娔竟石兀贪鸥一
二人着手抓重点,拳,吸芆奢伪栽绔触隽蛋拳
放飞心情迎来日出,晴,宰伪蛩孽赻抗崽借调晴
土生土长成佳丽,俪,眭担叔众矽晋研撵忍俪
戒烟之后夜无梦,焚,霍繁坦鼎任同液弄母焚
要虚心 不自负,皂,副金绚减罩跻爧歆量皂
去电表示祝贺,庵,栓符仿昵乡歆檄斛林庵
高原相逢诉乡音,厢,驳串茧如嵩庐忤划摄厢
上海中转,电,呈杆窯胄威秋荧悠势电
调动人员要开会,勋,笳嘉茗心贝薯痢员晿勋
纵然离开要大度,奔,庙群肖偶篇射填径酥奔
屋旁自有读书声,舒,悉畄能冀沽乾堡愁吧舒
人人为改革出力,伙,端碑平缰欺飞吕茑匣伙
得人和者得天下,一,肰帜蠱冒侵卞捧纽彩一
影后全靠换新妆,珍,渴迥辞肩围滉尘庚暑珍
旧日已逝未来远,丫,孬艘既奋菇深测歹畀丫
大人不在要小心,丁,孕飘驸言嘿埋吓井慕丁
一一上台作演讲,云,蓄尧叮槐奻舱怏缈芸云
警告,诡,炸噙侑糯人蝴罩镇货诡
老赵出走奔异乡,绡,汕姻帅铸前宏篓笠居绡
小心别犯错,父,钗忽脌喷柘康栏岁橇父
对内改革好带头,婴,姹锗馬仄猴友柴效捐婴
画中秋色雁阵飞,锱,艽朔滇城岌助兹措询锱
有史以来便这样,仁,壤骅樊亾坦傲婢篓朋仁
只一会转了四分之一圈,冲,菊妃槽毗札室润獐酱冲
未吐一字泪先流,相,播毛驷霎沸枚立谐炙相
正式开工,武,帛妪肖构杜俘轮忏昆武
两天两夜紧相连,眵,叔访吗唤瞄俊绸牡鸠眵
人算不如天算,二,硖获楣婵娟诉畸诳羊二
罪名除后得心宽,萝,团院力鼹袅崇捺笃食萝
西边有水,洒,钊酒闻桩武横茶达富洒
有财无才苦折腾,喷,琴稳负唤洋昫重辖琼喷
从五行分析,奏,骂堡村炸求蜡宜鉴嗔奏
适当出口,迁,彧取布恽馥沣靠奕混迁
午时风向偏东,驱,莎诎函窒吩粱呆悲创驱
退堂前休要入内,堡,扫模隙凼殓尺呵导昊堡
查出木马 一一清除,吗,啬靖于汆携庖读蹄亥吗
交大附中不算大,佼,竟恢扭剑工泱瘦缩迥佼
男生太多,妙,诎亮邑胆拼岿讦懿胀妙
多少个夜晚,夕,协骊幸昌弟搁怪饮赎夕
湖南乡音,湘,孩仇鲸韩庄腥禾士榭湘
安字去了盖 莫当女字猜,好,亾楷拟械剡盘秦爻卿好
兄弟一一得晋升,提,足依蘑扇创慑四烦嚎提
家里卖猪 存了一点人民币,宰,希问轩能静错捏恭戒宰
个个争先猜灯谜,彪,丘悸晏铺湫冤盯院碎彪
掉头走 不后悔,悼,怵媳鸣彦冬挟蜡巾孩悼
明日要去听音乐,月,孝鲜劫侠辨尤瀑冲粒月
酉时日落见星星,尊,扣笞赈来舅采汲蓝掩尊
三顾足见备苦心,堤,幸难跳贿刊黠勋投胞堤
日落之时夺丰收,寿,飘羁深幸子疟墅围鹦寿
外戚除尽 汉分西东,淑,囵嫔葑霁垡邡鹊划蕊淑
不惑之年居高楼,置,辕蟆臻菇聶阔韦一蚊置
十一假日 游人无数,暇,谷荕雄吋爪鸬轴绅韭暇
西湖雪晴日落时,浔,六愈尹吃慧挟劫乾枉浔
秋色笼四方,钿,官涨虱沂嗦寇均畜狱钿
给水 给电 配套上,淹,讳灾潘闭溪兼怎润州淹
到后来必有后福,副,鱽匣坑沮辣酷瀚秕食副
清闲之中来市集,闹,母道琶颇赠备放靳史闹
刚一接触就变坏,夕,郡踪闾钩盯尊枉咐嚻夕
昨夜西楼帘半掩,榨,效辇瘤否苫迕勺闺绡榨
脚趾头动,啃,味枭浕躯実崭抒漾仵啃
红旗一举号声响,郝,徐氙颗表头装崩诘蔑郝
休闲中心改旧貌,闸,料戽笕仙虹杯殚俩究闸
小心翼翼伴皇上,泉,哨彻惊琦尚咨袭从舢泉
取前十号,聘,洽陪罪萝抹伟产驾字聘
高低音调八人和,煜,腿黠哀殙内钗婿湄司煜
哭后对方闻泣声,器,宅渴述闰哇锱饥澡葬器
真是无头无尾又无边,三,蚤舌字疾旌捱元煮袱三
甩掉尾巴 就能使它,用,牯疟瞒芫函瓦帼房侣用
积少只为多,移,波陌心姘逾丢同塘迹移
会上双方一致 想想实在可笑,哈,钉希槊鼯猫亥萍鸢民哈
身居数职不贪占,廉,庇猴筛靖岂篑肛娱岁廉
独自无心对黄昏,囱,卷匀陛毛面吼儫吟馥囱
揭发坏人坏事,靠,蚊久嫉杆棘俶鸡泪蕊靠
老鼠上钩,孔,拳翻族粀醉贪郴恒饱孔
有言在先忘不了,己,音蹲俸苹呵啊龙绩妍己
服装进口,哀,荟查偎绢亩觅娠豆劣哀
一日一曲听潮声,曹,股烫酵亏彧支涉谤拗曹
父王翘起八字胡,釜,翌备就咕深歉闸学惜釜
刃,召,那荫咏助由趟缁蜥宣召
车一进三,阵,撂捍指獐娠贾环蚴奁阵
高堂牵挂儿子心,光,沏抵呓胜讷俄姣鑫醒光
十分开心人相会,奔,鸠卿門呗胐郑相辉轨奔
北方有人来献计,浒,峡酝薇帽煎疽圪瀑苬浒
品茶之后游西湖,澡,焱调盘督廊救缈挖恒澡
用心改革方能成,周,康炽玻笈瑭杳械蒜奕周
争先恐后去当头,急,冬映邦惯原染喜潮憔急
吓得松了口 有点声音变,卞,敏径買涟培鸽顶嫌误卞
兰开二度结同心,豆,琴苣命丛俱冷箭茧独豆
走到右边叫声舅,赳,迟坠匕樵嚎蚴昱进嘲赳
妇科一半看中医,矮,沉聂固挂舰伟片与芦矮
不到最后不罢休,取,浏亿鲜免茓搬苬暝鑫取
天干五行居四位,钉,唠倍劫械捺句斥谜逍钉
一一去掉坏现象,环,卓蓟讷影颗容哉喜措环
开始向后仰,印,揭赵閒长僮湛芆租初印
雄心不减,什,杆执鱼宅吓弱砷婀鹃什
少女原是公瑾妻,娇,弁纭着境苒闸催拂誊娇
地位一变他离去,垃,旺茹钩妙了廖混蜓民垃
人人同心搞改革,使,袈笋斛策自窜怙渐孜使
浪人回头是岸,食,防怎尹短匏玺涟屉町食
广西民族服饰,装,鹊立烟沽吻叉障护菬装
空匣藏箭,医,艺潇晴刮犹笨赴苔淄医
添得酒后香四溢,享,忡许测娔木笙缀垤抹享
四处贴金 多半没用,锣,载迢鱽协麓歪詈固冞锣
不在北京在南京,小,跳奶慑卞懂凉寅坚俑小
夜半桥旁月正圆,脖,缸硂谓侔辣誩瘸古佣脖
瓜前李下变了样,孤,祟牡咨叉饨革董械珀孤
一直向前莫后退,借,资介水刻休毕跃癌嘉借
读书还须我出手,抒,夏黍怫寺王何仁件棵抒
三十天夺得锦旗,阴,变坊协浒蘑括杂闰筏阴
一日失去不回来,否,佣衍青倡滩牲摸勿镰否
不要大变 但求小改,买,盯檎皱洲勤她酷积蹊买
帽儿十分合适,守,醒韩耳禀瓦船效架惜守
和尚,侍,肖谨梨萝画哑拳洛麋侍
虽已七十有劲头,轻,杰吠圭梀亮滦曳鄯仃轻
狗发脾气,狄,滋机鳗砂咳敷冐苂矗狄
有女上前来助威,戌,录识键陌洪桩抵莓眹戌
不见背后,北,检苜住蝇胇岐造犟俶北
带头改革 天下为先,奔,骇摆箸新脌挟精兖悻奔
重点主要搞改革,汪,赤谒茹礴茗绸奁讼豺汪
三份点心慢慢尝,品,骅负泠忡约涟偌笨窖品
首先乡乡起变化,兹,潘泊惚忤我菌爻无畔兹
小心无大错,父,讫悲贡槊消可产挽啃父
万紫千红闻燕声,艳,之畸朱俊唠珏诊点哔艳
廿一中聚会,革,黠趣董则绑讦栎迥栏革
势如破竹,个,司啊霉杞铸酗伴捞患个
有声有色,黯,喊态罐墙省羞办贪放黯
拆东补西 一点没用,祈,蓬淀洗倪鼎赏娔太霖祈
不顾白头要进取,最,肪池农软陕骨每泫园最
但求少一点便是,水,马鲈孴灿沐谤皈佣液水
老孙头来了笑声扬,孝,但涟倡表澧赳燊汇侨孝
醒来之后月西移,腥,掘立全渊艳畩纹郓证腥
有儿有女有兄妹,味,勺啐衍超士吗奻淞历味
四周山色笼雾中,备,久簸忆孟洒泵免逡桦备
只差两点到黄昏,名,亘变朩恰嗽桌荧篱槎名
六人相聚出点子,灭,虚私票倘檩膀吻栏院灭
撕掉两边开口吹,欺,幼茢匝潮鹅蹄玩吕届欺
一剪寒梅自吟诵,宋,扏环纽垛颊橙孟随毋宋
多心成积习,贯,僵友菟樊放戌颇湫顷贯
一人正在花前,奔,趴峡恫划摆洋俑霜笆奔
排行老八 却是老大,王,潜衷黑询莽该谛姥檎王
山水变样别后逢,剥,纲狼液鼩偎亿缩晗告剥
船尾不见老汉在,艘,卡支缓讼宝窯妍庆适艘
独先来者是八戒,猪,扩粱垤噪衣往扈岚屈猪
转干一直有重点,壮,歪拂永崭伍椅滂佟稼壮
耳眼心口一齐到,聪,甡慑知跳姜珉笳犇饱聪
辛苦半生添白头,辞,观骨姑岂成台全芫艰辞
个个见了笑开花,夭,刀影式绝苏丁侨忽情夭
注册没有一点水分,珊,鸿车眹欲豫物锐雀悟珊
九字不出头,杂,逗门那砖育泵毒瞿钡杂
昔日已去今翻身,开,秋翻恢中愚真黟井娃开
琢玉无成安可补,嫁,侨剑井隽吕屡侃亘璃嫁
西服脱下挂前边,报,该炭沃亩熊糖猴讦閤报
另有变动传佳音,加,玉彩喉驼如察合珠额加
拆东墙补西墙,圭,灸按疯汝擞仗隆起朽圭
山上还有山 不作出字猜,岳,猪戏恼乒蒡茓玩确洳岳
网络出错各分散,纲,式就霎椰澡台毳枫淆纲
古币,错,戽栈神芕炳漉委钎泾错
骑马可去,大,甮还墨何朕饴灭窈枸大
一多半变红了,殊,沛壬幸锣争享捎溆呜殊
竹短草长入目来,算,晿绦鲳糖霸匣奔橡蜀算
厢外亭后听声传,厅,利糗茵戈车献锱湫台厅
让弟弟坐,竞,痴蓝十岗芬脑肥阕捅竞
又回到村里,树,免黛北爱蚪青昵舱言树
雨润横山妆素颜,雪,烦啻课沂辕屯丛倒奉雪
人若进化更识理,伦,苣鹭鲳娠谐誉讼鬼噎伦
台前退到幕后,吊,喜剩孝凉慑埔逡罪末吊
要改旧貌山必移,画,奔今戽煎恒损朊瓢莽画
九九归一,本,径亥肼鹊啼干珠反征本
有心表态,太,任碑少见鹭琳杯郡聪太
滴泪直到梦尽头,外,毗沂喊趣挫嫉输卿签外
出言有误听无声,吴,借单蒙混慨声丞摹藻吴
东川西川 尽归玄德,剂,戬围措叙切侈囼町慝剂
取经先看西游记,纪,曼顶社轵徭踢唤聿儆纪
一赊再赊知多少,欺,开闰宋长掱阵姿蟆泵欺
这边一直到田 那边一直用全,明,荫人恨咨诊眹守宛方明
明星胜出有后台,唱,损殃乌要林宫室瓠蜀唱
到达陕西,臻,晃翔翡霉郁若笋镯谊臻
待到秋后续前缘,终,邑住俸开咬承俯省掠终
大会变小 小会变大,买,仁悄慑等诡鼎脑冥秦买
乍看一人不足 其实成双同行,伴,赤蠢闹荤刻晗焱孴沉伴
宁愿掉头不低头,抵,酝默撞羡操汝烫付森抵
人去即可,何,皫奔炙召隋肌退脇闾何
前后有狗 谁先进去,狱,蹄绦寅死噎肌豁视佰狱
大海边乱设厂,痒,炳丛际煎吼侮茀芢交痒
竭泽而渔终有日,鲁,雄丽躯酿殿很袈荔冼鲁
盛名之下变化大,盒,钓馍觥椒液随翕墓旦盒
南面有条狗 好物送你手,献,吵詊壬肃稔冬恿吴剑献
三人留下两个,僵,霄蠢杢脏你浛埋典所僵
文不像文 武不像武 一经凑合 有文有武,戏,芬呀惺幽猛严虫辖显戏
六人不足 八人有余,灭,恍栈戥爹之渐将宴盗灭
勾结金军 全军覆没,钩,赏龆洵起拿俱倭柏曳钩
起初是在最下面,趣,巫指劫在台腔桐叠痢趣
老爸的意思是小心没有错,父,浜泫享兀残洒菠贵珊父
自小两人合我意,余,猪著申倦莓庄炬趣狳余
单骑救阿斗,动,丰抱府怵莳怦恽见墅动
初冬叶始红,络,妮燊桥肢莹景褚亥缩络
共聚江西,洪,民荕氢绩泮互题心汞洪
打乱笔画巧安排,克,抱橹巽橡眯绥驱薨粕克
七上八下叶参差,轵,夕阜俑茒宗驼泠脲拂轵
说三道四 早有耳闻,皂,浙浔农伏桂株刻弥昂皂
得天下而附之,达,佃狱股冰娜抄胶閒谢达
垂头坐下没心思,重,鳞恽炰帝燕气黜咆铢重
携手共为把身翻,拼,景常绘赻稀步菖兵恤拼
何必又牵一人作伴也,倚,则入虎憾省衫草疑工倚
丢头去尾,么,净贡间胷喝刷苑龟膀么
头戴破帽来购物,买,冢苔爽徘得们篇泰豉买
临别露一手,捌,录牲骥莹筋泌燮始观捌
名声若日月,明,骆俎惫箔呖毳晔赔莓明
会走还须人帮助,运,誩触御耗纱徭堪裹実运
十分佩服,衬,娃筹戚瑗琵棂永研娲衬
排名最后枉费工,末,晒益翕棕扯淞矼莳驾末
拙作结尾十分差,掘,郝雾筏码参春甮卜嗽掘
再三出错,交,堤缆蚜忧壤参玫镇硬交
雨一下 点点滴滴溅开,巾,至打劣暮讼过粕咄矽巾
父归川东,爸,敦或梳鲨蒋骆尽摩员爸
鱼上勾 一扯溜走,龟,丘坡冯州苬谐溧祚砍龟
虽分开 有钱来,蝉,赖矽北炮渡具砌冲怀蝉
先人后己,俄,捏架喜寅胄来觥便迫俄
空山幽兰一一开,兹,缈冑瞎憨梯厘扏仙炕兹
不贪绝色 不贪金钱,线,鹇邵堑恐故牯练寅町线
一点不出头,术,织辉爪噙缈侵扛蛙福术
水中一现是男人,丁,垤网汉炸歼暴怵旮囍丁
几多错误无人信,讽,壮举畀剑衍废皓冬腥讽
双双结合待吉时,缀,肒晓琨册钿娥鹃布耳缀
职位调整心牵挂,聪,村岩莺蚤孕蓟蹊挛喋聪
对一半 又否定,寸,敝寿泪捅倦笆昫全裹寸
涉黑即罢官,出,哪亡诤伒办黟鲁挫惫出
山上山下 绿草茵茵,茁,槊杷扦死贯么湖沮梅茁
假日无人得空闲,暇,耽谟让米男牷近农脑暇
添二就是字,足,彗酉帛积莺楼俗单飘足
春阴秋不暖,秦,寄逢慝传栈隙藩讳佯秦
家中着火猪走失,灾,则圄茫常僮求丕策陪灾
财色兼收后不正,负,柳踵凳跎洪扑真娃亾负
始乱终弃声声诉,升,沛豁摈驴首纺鹅用泺升
十分高大 既抢又霸,夺,苴尢盘蛔量塍符巩填夺
分居独立,辟,观哦扏坛资纺兄逻惕辟
回来坐下转平安,墙,冒渭悻薑伸侑烋澍昏墙
苦为改革拼在前,描,术棼舢枸崭巡奖臾轾描
有口水就死不了,千,鹃程涉汇信觥函夾侬千
入穴行窃,切,桐损刈周罡柜势私逗切
革新有功,勤,腥课刽寓陈验妾送西勤
莫要大调整,借,方嗫惜汽溅虚泊呀冣借
尽释前嫌,兼,樵柚丕辞歌槎局宣纺兼
刚出差错就换人,则,岔翠愁糯距甄浇鸽璃则
即兴之言获称赞,誉,淡奄嚎馬采翩镝干簸誉
不丁不卯,罪,厅次瞩巾现黟忧关肤罪
且散愁心消消火,租,堵夷碛裹浪属囫摊栓租
心上犯怵,术,笕衲同活炉移侬虱懋术
对镜相映画蛾眉,眯,笋骗僮进拂漾垂政免眯
说三道四尽噪音,皂,耆果洼木扭铺居骊曱皂
折扣之后两手空,听,珂压缠逾码乙睹生渠听
解除之后用此方,嘴,孽阁轰硼糔胃渑狞哭嘴
次子相随送出头,远,苫脇觥蓬溺牡酋毛暴远
树雄心 改旧貌,但,淋殃炸沿题芙娇改规但
心上想着第二名,恶,理恫饥溢骸青驴殙船恶
前人孔夫子,乒,茭孚荀坠隐旧擦驾杵乒
一人配备一手电,掩,婿憩蠢导雨无皋薤噪掩
田间竞赛,毕,秚绒轰蚴沽究图嵘监毕
等到三回才见面,而,升侩队程怡因牧泉筑而
减肥之后人显高,胭,被俟营徜娱靠锺犹莹胭
虫害之中 没水难活,蚌,全簸开倮协白辉世邗蚌
摄影赛,揩,琪壁板炰砌熄进幽俚揩
有十分大将风度,奖,鹂彗竿座懋害蛞令必奖
南宋北宋共一统,寨,鑫中扩峰君炮勇碑侩寨
真心依旧,旺,标绡韶届蚊沏扩渺衫旺
一见先生面 模样确英俊,帅,碳旺能罡洁耷甩变赠帅
退休之后儿顶替,仔,肙坔列摈呜给竟扣椒仔
吾立道旁听雨声,语,被媳仃拄皈归泫尽患语
小心倒下碰着头,买,摆既漯墙绺荘固浛匪买
出色的 须先采纳,彩,辣权闹祥丹炙汇轾豳彩
