瓦片层层并一起,瓶,诘拼涟懈瓶
佳人失约锁眉头,眭,烂熹屉梁眭
呆头呆脑 能说会道,吕,揩谜救衲吕
连日有人去川中,界,跳村霁恚界
人在云上飞,会,苔姿茄升会
少放两点不为淡,减,妆仆痘芭减
两次猜对,串,泪菁势咕串
九十八,杂,宴倮蒋瑰杂
长一米,来,咖戥救丐来
三加三,田,惫烤夯主田
吃掉一口,乞,槑霈妲檄乞
一来就查,杳,矛初何搬杳
二人一直看兰花,徉,倍携孺恚徉
醉后磕头,碎,氮玑漫怒碎
心字欠两点,恣,浙屋沼蓟恣
手到擒来,禽,崛霸奢筵禽
左边之水回右边,洄,帼印受啮洄
抽梁换柱,梗,委策逍蜡梗
一字有五笔 只有横和直 去头是个字 去尾是个字 去头也去尾 仍然是个字,申,挟神轮捺申
夺冠军,车,筝脖江嫉车
抛开两边要中间,三,一销毋抄三
一手搬倒山,扫,吹性刮钿扫
引水建港,巷,穴柜勇虚巷
运动员,云,闹辐炉列云
村前一头大象,橡,梳它难你橡
一家十口人 只有草盖身,苗,阍缀去琴苗
一字多两点,学,轮渴待瓜学
十加十不等于二十,茄,精从旬腐茄
十八点四,杰,呀橡恰伟杰
昨天有 今天无 明天有 后天无 星星有 月亮无,日,秽月轨鹊日
四竖六横,昌,浕嫣靖胇昌
上边查下边看 虽有雨可晴天,霜,移佻订午霜
一一入火,侠,辟凬操赵侠
先到江西,洗,拱笕监宁洗
大人不见了,一,荘亾棚菁一
门内冲进高头马,闯,捐岐阆溪闯
似己非己口半开,已,铧友聒收已
两边真辛苦 点撇在中央 用心来区别 字形不会忘,辨,咳谁荀罪辨
下边有口,吓,肛拼冠卸吓
有点刁,习,标害掌主习
比千少一撇 比一多一直 不能猜作十,毕,奖酆读霈毕
二人联手合作,扶,都抒营酱扶
中有一人颇自负,赖,辐绥觉斗赖
笨头笨脑,竹,辟陌荟修竹
缺一欠十,坎,腥刊孺浍坎
苏州话,误,想央汗虱误
共计四五人,仇,搏滋被朊仇
一女扫地不用手,妇,闯目嵩蹊妇
星星没露头,生,脵漳茄命生
进门取走一半,闻,逛汰熊瓣闻
扬土挥手,场,戊奸守岔场
潮水已退,朝,昧黠苂侩朝
长草花将放 加水茶沏成 有脚行走快 点火有响声,包,弗筒菁小包
为数虽少 却在百万之上,一,愁菁晿礼一
一只狗 两个口 谁遇它谁发愁,哭,晷算隆便哭
忘得变了样,忙,品汞连耶忙
用火烧汤,烫,悄阀玫豫烫
一人在中左右吹,嗽,畨社赚眭嗽
十粒豆豆入口来,喜,淑宫玻粀喜
需一笔勾成,么,毗视湫苆么
原本出于自愿,息,予氙荤鼹息
一来就猜中,巾,央包娄来巾
一寸身高把言发 谈论射箭我行家 感激别人说一说 文明礼貌顶呱呱,谢,曼拼狄辆谢
共二斤,斯,衲党嗅阔斯
美人去后总无心,善,付仃阁版善
一走就了,子,昂仓拥阔子
用人不疑,言,孬溏恙楂言
人人做工 个个对口,噬,怜躯拈佰噬
抢先喝了一口,揭,倭拼饲话揭
向来只取一半,响,希牡项猫响
殿下明日归去,臀,仿哦胃买臀
老头早上到屋前,屠,傍佐苴苆屠
爱它的头 要它的尾,妥,聿彼拥馨妥
木头好大好大,柜,梭美拴啼柜
泥船左右,沿,奉份县挖沿
前在宋之前 后在宋之后,完,巫檀彰瑰完
三十六计,九,披挠哉咱九
离开陕西到山西,峡,矿驭误裸峡
左边是三尺 右边有十升,料,杏国资怜料
此汉子鼠头鼠脑,舅,姻瓢沔塔舅
请不要动武,救,骇偓岁巩救
不用心想,相,暗降理终相
前后扰乱,扎,晶不悉讷扎
视而不见 掩口而听,祈,苑沉扫龆祈
谁敢出言是男子,滩,匀煮毯菬滩
转身变成人,入,甩弁骄顶入
一一得一,三,阜输重札三
二百天,荀,载帚祟躁荀
一马过桥压断梁,骄,台全閒涓骄
来人干在前头,金,左浊佃卦金
可省则省,员,耻操孚裹员
前前后后弄颠倒,只,分贵僮皑只
心有余而力不足,态,诚宾摈园态
丢这一文得一元,远,槿隐涸态远
一女有口又有心,恕,焦枭道藩恕
厂里没有春秋冬,厦,侵磐恤婆厦
一岁除夕,山,湫堤须冯山
如少掉一口 不能猜作女,妙,戊苹光跕妙
东山南山西山北山 四人四口在中间,田,羽黠楠敌田
迷信害死人,谜,馨氯煮纷谜
草没有草,早,首钼恳门早
一人爬上门 门上青草生,芮,诉笋霍胕芮
一人上下不可分,佧,刮词揩瞎佧
左修右改,攸,徘梵部伊攸
很字两人离 木棒左边立,根,儿望四店根
除去半边还有半边,途,救犑疑蜥途
有鸟差点入河中,呜,翔衲象将呜
加一横在天上 加两横在脸上,口,炳菹也勋口
一点点力不作为　,劣,庚酋黟愚劣
肥一半 廋一半,疤,光奻填套疤
遇人就照办 见草定飘香 靠言去寻问 有户用处大,方,认兰艰抬方
有言在先 干到两点,评,纷畸术琦评
田置于口中 两角封不上,画,楠柔跌捺画
常病不起,疚,反洹聘山疚
如出一口,女,俚盗筏公女
受援之后双方联合,暖,颖基群贝暖
叫来一半 放走一半,收,玑即蒙户收
一半在海河 一半在天空,鲁,鲥吹点凶鲁
为何不可,伪,杷钉俩症伪
女字少三点,娑,橱秋曲岔娑
迁入一口,适,冣衷魔司适
千分之一 百分之一,伯,组翅爽燊伯
前线有变,乡,瑾菇戈腫乡
补一半 破一半,被,骅币馈瞄被
千里相逢,重,护骡惑扒重
比上多一横一竖 比下多一横一竖,正,暝毕汕谤正
欲取金币 最后放弃,锦,做示伯湿锦
讲空话,井,股泪楼氧井
有心合作生意成,音,至支条立音
十月十日对号头,嘲,洁岭讲汆嘲
花前和柳畔,节,敝脊城杵节
一个字 圆又圆 看起来 只有三笔 写起来 却是九点,丸,恕址胎擞丸
上京寻子,享,夕冤爽扏享
两个日字肩并肩 四个王字打转转 四个口字团团转 要猜请往农村看,田,悬切束歪田
笔帽不见了,毛,最额翠题毛
海边水已去 杂草遂长出,莓,库昨政淮莓
秋一半 春一半,秦,荟槿冞此秦
五一节后去植树,置,天恬郴惶置
挑女婿,胥,甍疑诡恕胥
西村有衣 东村有谷 组织起来 丰衣足食,裕,野生役庙裕
有人为例,列,坎侍迟真列
一走了之,辽,又详几甍辽
好像是午后一点,年,妃思驱腫年
一年忙到头,情,鬼机知扅情
上帝后裔,商,讨赴旗斗商
山水相连,汕,仓奢针阔汕
能说会道,团,仝绺我杞团
一半绿 一半红 一半喜雨 一半爱风,秋,桐哧惕恿秋
太阳下面无暗处,晃,滞笼寨荐晃
手足并用,捉,醉革孴桓捉
上头去上头 下头是下头,走,伉穴昶兼走
去了宝盖 才够标准,棕,肉僮芫悯棕
玄而又玄耍滑头,滋,崭掌坟佣滋
做在前 学在后,仔,贱琚左河仔
由字不出头 别当田字猜,柚,枝蜓涌刮柚
加水就在山东 添草生在土中 要走始终不远 有点乱批一通,斤,容曹隧被斤
又是左边 又是右边,双,胶唢狗冑双
东汉,又,茁迹涌臭又
左边是个工 右边是个凡 若当巩字猜 只猜对一半,筑,蛇佯哧绔筑
大将东去一点回,状,佚臀潮召状
硬要出厂,哽,介肥奉多哽
虚心使人向上,仑,淑溪泪叔仑
没水不见有舟来,般,讼转霖渐般
钱不沾边自清廉,镰,泄嗅棼抠镰
在粮站左边,粒,擒抵懒钙粒
果然藏衣中,裹,珠捱趁甭裹
小王一去不知返,尘,私骒币砍尘
一人无力旁边站 一人有力上边躺 此事并非不公平 只因受损不健康,伤,隧玫兖额伤
惨案之后,杉,碳阔瘁鹏杉
加倍不少 加一不好,夕,薪邑跛浒夕
太阳月亮交朋友,明,殊权犄娲明
只有独生子,妩,节盖葬绿妩
一点不见,视,歪移连认视
安排姑娘住南屋,室,滕栾煌械室
横竖要转业,赤,龆肢郁牡赤
半数取全景,琼,珉袈垦斩琼
老王寄人之下,全,殙擒芫庇全
心头欲炸不发火,怎,晦锯欺拌怎
烈一半裳一半,裂,诀佶什仑裂
遵命出走,尊,鹂汞袈浜尊
一旦牵牛来,星,吩迆珐台星
前头转了弯 多半到了村后,将,哇喋吵娔将
村前摆摊搞推销,权,哄茭恽妒权
断右边给左边,紤,挝鼓槎谟紤
没有用心连出错,网,否艽怷沏网
有约在先心不急,绉,一斌思甡绉
其心不正须约束,懒,咐芊侏冤懒
转眼一看真没底,置,沿萝琅瞐置
雨,池,差殿辣他池
连日不断有人来,佃,凄荑冬隆佃
元旦,明,菹戽尼茴明
两人并肩坐 扁担来托着 有人抽扁担 两人并肩站,丛,泛鲁爻沔丛
两人同离去 直到四点归,雨,状桁瞎翥雨
人旁有人 人相碰,众,课辈董亘众
大错四次,爽,超献闽弁爽
一家五口有衣穿,福,烨栈馋夏福
两方一直有联系,串,钜责型芢串
危岩半坠月影重,确,狞誊叶酤确
掀起头说再见,盆,聒辉依斥盆
谁知脱口便失言,雉,职行聒围雉
羊离群,君,粤泉妙梀君
眼前一黑头发晕,眩,吊邡秀带眩
差差错错归一人,爽,隙恫查租爽
一再避开,冉,泡漫箸暝冉
先把凡心抛 得到六根净,抗,詈吱宅由抗
残花顺水过前川,颍,性去烤肤颍
双方一直有联系 开张之后更多点,强,步龟僮橇强
花一半 留一半,苗,哪呆初晋苗
留下残花片片,毗,浍笑葑两毗
佳人走了心牵挂,恚,冗大醒阎恚
日落之时还不走,过,液御很危过
日出地平线,旦,隶描缶黜旦
战略武器稍作调整,古,董罪蒋杠古
一江清水乘风去,玑,笞谤户丢玑
头屑没了人会靓,俏,鉴叙免农俏
街中扫除我参加,衙,蹲甲丘荃衙
困难之中方显团结,保,栎困裂蜻保
给一个方便吧,巴,谢鸟入混巴
每遇雨降临,霉,囧碜乳湫霉
七加一,丑,甲颍粱少丑
演出时间 不要说话,活,猎卉赻措活
四面不透风 老大困当中 三面没有事 一面用火攻,烟,俊即栎捕烟
提前开会两点来,拼,炳浒罗洞拼
没有头的牛,午,俶摩郝忧午
东挪西借度时日,附,喊副戎区附
离休之后心生烦,恼,嫌杷氶倪恼
有人照常随手丢,乃,堆札熊鲩乃
一个字二十撇,生,挟杵尊矩生
用心向上,冉,誩丫该殃冉
来人特别牛,侍,专莅未矗侍
工人团结力无穷,倥,陛遭荘噬倥
退休以后跑买卖,什,奔跟喷苗什
你东征 我西征,伐,羌娜像己伐
上能浇禾苗 下能长禾苗 上下相结合 响声震山河,雷,增讳势家雷
偏偏人走马就来,骗,纵接生亘骗
两车相遇,轰,铂架你浦轰
失恋后从头开始,奕,奇火吝师奕
东北地区辽宁省,黠,贿苞献韦黠
花草凋零人离去,匕,芯更丝猛匕
入水反得第一名,油,徉响程霈油
东边日出西边雨,汨,税缶榻淄汨
内人来了一定行,两,甬彬金嫉两
结果小于三,巢,毡槐锄昊巢
别后一月全变样,瑜,狠旧蓄技瑜
自小离散到江西,渺,疼鼩求踵渺
小心一点别上当,寻,涉腮跛徘寻
别后不见有变化,加,旻妩薇见加
颠倒总是不放心,只,而搏麻彤只
一直陪同,司,对莓谤籽司
多加小心没有错,爹,斥芦罕麾爹
杯子不要丢,李,别种层期李
上不是上 下不是下 上也是上 下也是下,卡,涉尢机恰卡
退后让一尺,迟,惚技甬业迟
两人合成一个字,俩,棼琵肉铺俩
点滴积累学有成,字,亨绪闾驮字
你多心了,您,侩噩杆虹您
孤单一人没气氛,份,韧坤瘸练份
上下调查无此人,旱,廖缀帕抵旱
墙上没土也长草,蔷,秦惶每绷蔷
江边明月入画中,渭,鬼甥嫉昝渭
后空翻入水,潘,猎势纲瓠潘
点滴积累放手拼,开,霉虻现这开
无人打仗,丈,伟吻绉昔丈
撕掉中间剩两边,折,捌蚀姹瀚折
漓江之水天下绝,璃,匀箩魇吼璃
横了心 不出头,李,证烤蹄穗李
春天没太阳 禾苗依然长,秦,剩轰泪丘秦
言及自己,记,詈蝴孵诱记
先后观战,戏,甩笆蠢翡戏
明日去上工,肛,国仓曾杜肛
七横五竖是一家 笑口两个他对她 人人见了皆欢乐 有鸟冠名叫喳喳,囍,税遥迆鉴囍
难得开口又收回,唯,皛药垃觑唯
接通一半,捅,俟柠珍即捅
一贯胡来,糊,终贵娠裘糊
一人赏月兴头足,脸,钼精扁彭脸
美人一去四点回,羔,筚笑鸠谊羔
吃苦头,古,酗琉甸茭古
扳着指头计算,擞,霍负捱估擞
除去一半还留一半,途,积恩葑芆途
差一点就走了,这,备跻怙巾这
十三十一八十一,陸,娶载粒彻陸
又在跟前走,艰,佶裸厝冬艰
金木火土,沙,汲露芬棣沙
中字加横不加点,神,哑氧负酊神
千金出闺门,娃,池贵继绸娃
窗前江水流,空,杯谈珐装空
拆去屋顶,至,财沌甾泞至
肋无力 饥无食,肌,粀鹅可表肌
大小交错,灯,亦兹福嗟灯
点火引爆,暴,载梀地护暴
个个回来换新装,筒,压情琨迥筒
嘴和眼挨着排 眼睛上边眉毛歪,咱,滚扏申徜咱
战略武器,占,研鸟士它占
一直在动,劫,坝艮槽朴劫
节约用油,胄,沈撑砌观胄
不加一点 只留一半,福,樵曲回池福
湖中显倒影,潮,瓣娥苜汝潮
再会,观,粤昱花退观
加工方式,弋,愤静门控弋
灭掉火,一,箩溃俊胤一
羡慕上边攀下边,摹,墙惯映豳摹
左边加一即来 右边加一成百,粕,嚻绒纥跕粕
有水无味 没有就热,炎,棚福属变炎
参天大树楼不住,柜,近抄愣聪柜
次子,元,唧颗咕除元
一见立即成知音,智,蜻梁趣骞智
连衣裙,君,娔跌畀群君
共计十两,丘,叶褒莹芸丘
不怕火炼是何物,镇,枸団偷豺镇
三山同时倾,帚,大暗殖畀帚
今后要留心,念,情蟆凸晋念
翻身得自由,甲,森灻目脚甲
太阳落西边,晒,菲价古甥晒
大口套小口 一人顶半口,圆,筠慑咆橡圆
左一个少捺 右一个多撇,价,崔掇碑牙价
雷而无雨,田,呢芷夥哆田
反手上篮,笔,度迥扁瞇笔
二人三点提前到,捡,布烬椽宴捡
竖后加一撇,产,嫂滂音蔷产
开口说梦话,艺,榨倚方眯艺
与人相似,以,蒂奋何淮以
适当从速辞退掉,辣,凬哉腊寺辣
小坐一会 二人离去,尘,绢瞎躯卧尘
一直制止,上,藻炅冰度上
鲤鱼脱网,里,创官权础里
收二人为徒,走,泓先吸汕走
甜得把舌头咽下去,甘,罪谣桧檗甘
砍掉羊尾巴 没有一点血,盖,坟菖钓屯盖
干杯不要走开,杆,烋舢潸讼杆
一一清查,杏,颊逾依懿杏
糟粮运送一半,糟,豉柔防刘糟
儿童活动有场地,境,淡偌乱稽境
田间花下逢,华,贺计熔剧华
出言示警,敬,亨目府聘敬
猪八戒说道,该,辽毓伉捍该
一百分及格,园,佯或卉妗园
街头装卸,御,伴孵胆吱御
听来咫尺无处寻,职,驭共奎瓜职
上下两个小太阳,隙,胡婕间播隙
二十上下有水平,萍,哺脇悼恚萍
婚前少见面,妙,傅桝麋擞妙
东坡赏西湖,波,嘴曳灭真波
个个乘龙,笼,品庚吸五笼
正是需要人才,材,登㕣希玡材
一寸少一点,于,步害艳蓉于
加一寸 不会错 添一口 不会乐,又,诸沽散罐又
不是草,菲,汆担嵊蔑菲
助人为乐,竺,圈韶琴衷竺
半上半下,卡,冤甍榇丸卡
四方有人,佃,活公孔嗤佃
一斤四两,兵,兴靶尖卒兵
胡乱加一刀,别,戥缄妥芔别
累坏了的骡,马,坡完令否马
有木是武器 有手便争夺,仓,勋凡虚湄仓
合计七十斤,斩,垒孚最生斩
西部需要人,倍,挫瀑萍阿倍
十斗出头,岩,骆卸令老岩
确保有衣穿,褒,娃懒绘煎褒
一来就生气,乞,苫浕楂卆乞
减四余二,园,禾皑揭囫园
穿下不穿上 站在院一旁,邪,鲸匏判庵邪
啤酒出口,卑,衮碜钿四卑
宝玉去她也去,安,交总布专安
古代有 今天没有 支出有 收入没有,十,晿啭跃滚十
日复一日有奔头,奋,泳明话旌奋
一一用力,五,馨绅膏毗五
挖土引水能养鱼,地,莳疽围冠地
草下游来一只鸭,艺,近哈俸岚艺
斧头把手已脱落,爸,宽冐校宗爸
城西残云半遮月,屋,簸陕殡淳屋
拆掉床木架 一人好住下,庆,鲈袅充岛庆
雾中一人衣衫少,修,瞇掮见漉修
去日苦多,章,吟舌跳聋章
我站右边,战,铁鹃脇陆战
有部分接受,爱,铢冉潜驮爱
短了一点又一点,知,劫响齐暑知
弄璋之喜,甥,酊丐嫂腾甥
眨眼不见少一撇,之,未搏豫盆之
吃力不讨好,少,琉误趴爷少
有点点冷,令,咳持寓犄令
前头一点血,益,鸠脚裹绢益
南面有水清又清 西面有水船不行,白,筋王囩馈白
双方挂钩,巴,蒋芊扛盯巴
福建省内,门,员拐胃伦门
看上去只有一米长,眯,听震隐氏眯
乡下归来尘满头,沙,不哄夥趟沙
刃字巧改变,勺,匡满蜻璧勺
三路会合,丫,怙砷弟艋丫
杜鹃呜,月,朋冒酋恰月
初稿连夜完成,移,途酊掮喜移
无心有力依然勇,恿,牟暝东胤恿
一百减二,杂,纷届鼩被杂
三撇全分开,珍,幼台登空珍
不是男人做的活,奸,讣邵楠贯奸
我有一物生得巧 半边鳞甲半边毛 半边离水难活命 半边入水命难保,鲜,厝柳深驼鲜
所托非人,魏,蚤泊皫暮魏
用心记忆,乙,柬誩捌路乙
存上一笔现金,余,椎炊颍呸余
高尔基,尚,玑巾桥溽尚
戴上帽子是客人 不戴帽子是军人,兵,守讫磨骨兵
正式工退休,武,惹右蚪蹲武
婆媳姑嫂都有,女,杭芹昼魄女
一边有水一边干 天气一冷就不见,汗,价蛋岁糊汗
恶人持刀,例,优甘嘴欺例
种上树 变了样,羊,渑胀嫔贾羊
一直加快,怏,智咖他葫怏
石头要出头 莫作右字猜,岩,沧拐岆辫岩
秋前离去秋后回,炎,誉较腐阜炎
从前有座山,仙,吊仫史力仙
一一结伴侣,倡,倚霈娬嫌倡
实现四化,兄,粥后毓禀兄
请勿说话,青,惕师肤坠青
寄人篱下,禽,甘固丹捕禽
伊人离去转生哀,裙,呗球用射裙
昨天今天明天后天,罗,础芔陸莒罗
可除去我,阿,宫汞缺扳阿
廊前走了隋炀帝,郎,主犟僮伉郎
